no,title,local_category,food_category_1st,food_category_2nd,dining_food_cate_1,dining_food_cate_2,information,isParking,isValet,isPet,isPackaging,isReservation,address,telephone,menu1,price1,menu2,price2,menu_URL,diningcode_Star,diningcode_Score,comment,comment_weight,rank_score,mon_business,mon_breaktime,tues_business,tues_breaktime,wed_business,wed_breaktime,thurs_business,thurs_breaktime,fri_business,fri_breaktime,sat_business,sat_breaktime,sun_business,sun_breaktime,latitude,longitude,img_file1,img_file2,closest_parking_name,closest_parking_address,closest_parking_latitude,closest_parking_longitude
436,샐러디 성수점,성수,양식,샐러드,쉬림프샐러드,샐러드,"가성비좋은, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 할인, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 284-62,02-3499-4242,탄단지 샐러디,"8,900원",로스트닭다리살 샐러디,"9,900원",https://www.diningcode.com/profile.php?rid=qQIFmL82iVZy,4.5,57,2,0.5,128.25, 09:00 - 20:45,, 09:00 - 20:45,, 09:00 - 20:45,, 10:00 - 19:45,, 09:00 - 20:45,, 10:00 - 19:45,,휴무일,,37.54667355,127.0529267,C:\projects\blackmamba\media\436_01.jpg,C:\projects\blackmamba\media\436_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
770,히즈빈스커피 성수점,성수,카페,커피,커피,카페,"조용한, 아침식사, 점심식사, 저녁, 아침",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-1212,070-4647-2540,리얼딸기라떼,"6,500원",에티오피아 게이샤 G1,"6,700원",https://www.diningcode.com/profile.php?rid=e5e9yoBnUmLD,4.2,61,4,0.5,128.1, 09:00 - 18:00,, 09:00 - 18:00,, 09:00 - 18:00,, 12:00 - 18:00,, 09:00 - 18:00,, 12:00 - 18:00,,휴무일,,37.54303578,127.0469347,C:\projects\blackmamba\media\770_01.jpg,C:\projects\blackmamba\media\770_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
940,릴레이션,뚝섬역,카페,카페,카페,커피,"예쁜, 아침식사, 점심식사, 저녁식사, 테라스, 테이크아웃",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 13-413,0507-1483-1324,테린느 치즈,"6,000원",바닐라빈커피,"6,000원",https://www.diningcode.com/profile.php?rid=As7eUhFr72Qf,4.2,61,4,0.5,128.1, 09:00 - 22:00,, 09:00 - 22:00,, 09:00 - 22:00,, 11:00 - 20:00,, 09:00 - 22:00,, 10:00 - 22:00,, 11:00 - 21:00,,37.54830225,127.0486222,C:\projects\blackmamba\media\940_01.jpg,C:\projects\blackmamba\media\940_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
202,차이나플레인 서울숲점,서울숲,중식,중식당,중식,,"깔끔한, 점심식사, 저녁식사, 점심, 무료주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울시 성동구 성수동1가 656-36,0507-1301-8493,사천식 해물볶음 짜장면,"11,000원",짜장면,"8,000원",https://www.diningcode.com/profile.php?rid=VTH4kmqFnArl,4,64,5,0.5,128, 11:00 - 21:30, 15:00 - 17:00, 11:00 - 21:30, 15:00 - 17:00, 11:00 - 21:30, 15:00 - 17:00, 11:00 - 21:30, 15:00 - 17:00, 11:00 - 21:30, 15:00 - 17:00, 11:30 - 20:00,, 11:30 - 20:00,,37.54364348,127.0463019,C:\projects\blackmamba\media\202_01.jpg,C:\projects\blackmamba\media\202_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
203,일일향 성수10호점,성수,중식,짜장면,짜장면,중식당,"저녁코스, 점심식사, 저녁식사, 점심, 발렛, 룸식당, 발렛파킹",FALSE,TRUE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 315-74,02-462-2777,옛날짬뽕,"9,500원",어향동고,"41,000원",https://www.diningcode.com/profile.php?rid=gauGtjQD5SuH,4,64,4,0.5,128, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,, 11:30 - 21:30,,37.54427499,127.0553221,C:\projects\blackmamba\media\203_01.jpg,C:\projects\blackmamba\media\203_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
630,LCDC SEOUL,성수,카페,카페,카페,초콜릿,"예쁜, 테라스, 발렛, 발렛파킹",FALSE,TRUE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 275-28,02-3409-5975,,,,,https://www.diningcode.com/profile.php?rid=llAmqZasxNm3,4,64,6,0.5,128,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.54164794,127.0615151,C:\projects\blackmamba\media\630_01.jpg,C:\projects\blackmamba\media\630_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
706,리옹베이커리,서울숲,카페,케이크,케이크,디저트카페,"인스타감성, 점심식사, 저녁식사, 저녁, 테라스, 야외테라스, 반려동물동반",FALSE,FALSE,TRUE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-509,0507-1408-0271,피크닉바구니대여,"35,000원",1호 빅토리아홀케익,"39,000원",https://www.diningcode.com/profile.php?rid=Xhi8cZH35JQI,4,64,2,0.5,128,휴무일,,휴무일,, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,, 12:00 - 21:30,,37.54705289,127.0400731,C:\projects\blackmamba\media\706_01.jpg,C:\projects\blackmamba\media\706_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
938,카멜커피 7호점,서울숲,카페,카페,카페,커피,"캐주얼한, 아침식사, 점심식사, 테이크아웃, 정원",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-310 카멜커피,010-7657-7318,Camel Coffee (카멜커피),"6,000원",Americano (아메리카노),"5,500원",https://www.diningcode.com/profile.php?rid=XYB9YXHnDaLS,4,64,7,0.5,128,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,휴무일,,37.54837078,127.0426586,C:\projects\blackmamba\media\938_01.jpg,C:\projects\blackmamba\media\938_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
966,리글림 카페 성수점,서울숲,카페,커피,커피,스콘,테이크아웃,FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 685-496 B1,0507-1400-0271,FILTER COFFEE,"6,000원",SALTY SCONE,"4,500원",https://www.diningcode.com/profile.php?rid=86SyWN1xxzVk,4,64,2,0.5,128,휴무일,, 11:00 - 19:00,, 11:00 - 19:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,, 11:00 - 20:00,,37.54719288,127.0396295,C:\projects\blackmamba\media\966_01.jpg,C:\projects\blackmamba\media\966_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
48,담솥 성수점,성수,한식,솥밥,솥밥,스테이크솥밥,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 315-52 1층,0507-1329-0672,가지솥밥,"12,000원",매운가지솥밥,"12,000원",https://www.diningcode.com/profile.php?rid=LQULo0llfclY,4.4,58,9,0.5,127.6, 11:00 - 21:30, 15:30 - 17:00, 11:00 - 21:30, 15:30 - 17:00, 11:00 - 21:30, 15:30 - 17:00, 11:00 - 21:30, 15:30 - 17:00, 11:00 - 21:30, 15:30 - 17:00, 11:00 - 21:30, 15:30 - 17:00, 11:00 - 21:30, 15:30 - 17:00,37.5431177,127.0546498,C:\projects\blackmamba\media\48_01.jpg,C:\projects\blackmamba\media\48_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
171,토메루 성수점,성수동,일식,이자카야,이자카야,꼬치,"분위기좋은, 저녁식사, 연중무휴, 저녁, 테라스",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 314-13,0507-1381-5484,모듬꼬치10종,"33,000원",모듬꼬치6종,"22,000원",https://www.diningcode.com/profile.php?rid=z19ElTCtGwle,4.4,58,2,0.5,127.6, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,,37.54399951,127.0536673,C:\projects\blackmamba\media\171_01.jpg,C:\projects\blackmamba\media\171_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
184,올음,성수,일식,오마카세,오마카세,사시미오마카세,"캐주얼한, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 250-1 지하 1층,070-8650-7676,사시미오마카세(1인),"70,000원",우리술(전통주),,https://www.diningcode.com/profile.php?rid=gXQxaA7XG1Qs,5,51,1,0.5,127.5, 17:00 - 23:00,, 17:00 - 23:00,, 17:00 - 23:00,, 15:00 - 23:00,, 17:00 - 23:00,, 15:00 - 23:00,, 15:00 - 23:00,,37.54010957,127.0622123,C:\projects\blackmamba\media\184_01.jpg,C:\projects\blackmamba\media\184_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
841,밀단지,성수,술집,막걸리,샤브샤브,보쌈정식,"가성비좋은, 점심식사, 저녁식사, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 339-160,0507-1447-5382,샤브칼국수,"12,000원",보쌈정식,"9,000원",https://www.diningcode.com/profile.php?rid=xKUgoP0luSrK,5,51,1,0.5,127.5, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,, 11:00 - 22:00,,37.53939246,127.0543707,C:\projects\blackmamba\media\841_01.jpg,C:\projects\blackmamba\media\841_02.jpg,뚝도시장 노상공영주차장,서울 성동구 성수동2가 335-166,37.53819962,127.0545791
680,묘사서울,서울숲,카페,디저트,디저트,디저트카페,"예쁜, 점심식사, 저녁식사, 연중무휴, 저녁, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 685-486 2층,010-5594-9151,플랫 화이트,"5,500원",뽕따 라떼,"6,500원",https://www.diningcode.com/profile.php?rid=hdRkhKazPKYH,3.8,67,9,0.5,127.3, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,, 12:00 - 22:00,,37.54783219,127.0397464,C:\projects\blackmamba\media\680_01.jpg,C:\projects\blackmamba\media\680_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
180,쓰리오브어스,성수동,일식,라멘,라멘,마제소바,"캐주얼한, 점심식사, 저녁식사, 저녁, 점심, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 299-129,0507-1368-1233,마제소바,"10,000원",유즈쇼유라멘,"11,000원",https://www.diningcode.com/profile.php?rid=OyvE7ea9AImk,4.1,62,4,0.5,127.1, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,, 11:00 - 23:00,,휴무일,,37.54936787,127.053401,C:\projects\blackmamba\media\180_01.jpg,C:\projects\blackmamba\media\180_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
541,땡초꼼장어,뚝섬역,한식,해물,꼼장어,닭발,"서민적인, 저녁식사, 새벽, 저녁, 연탄불, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-395 1층 땡초꼼장어,02-466-1945,꼼장어 양념구이,"15,000원",꼼장어 소금구이,"15,000원",https://www.diningcode.com/profile.php?rid=CH0hcyndYqEv,4.1,62,5,0.5,127.1, 17:00 - 02:00,, 17:00 - 02:00,, 17:00 - 02:00,, 17:00 - 02:00,, 17:00 - 02:00,, 17:00 - 02:00,, 17:00 - 01:00,,37.54682618,127.0462871,C:\projects\blackmamba\media\541_01.jpg,C:\projects\blackmamba\media\541_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
169,오와리 뚝섬점,뚝섬,일식,이자카야,이자카야,,"캐주얼한, 저녁식사, 새벽, 저녁, 할인",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-689,0507-1330-1951,오와리모둠오뎅탕,,칠리새우,,https://www.diningcode.com/profile.php?rid=yQq4t0tS2lxX,4.3,59,3,0.5,126.85, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 17:00 - 01:00,, 16:00 - 01:00,, 16:00 - 00:00,,37.54664768,127.0465477,C:\projects\blackmamba\media\169_01.jpg,C:\projects\blackmamba\media\169_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
692,배스킨라빈스,성수역,카페,아이스크림,아이스크림,슈크림,"가성비좋은, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 300-64,0507-0288-9159,싱글레귤러,"3,900원",싱글킹,"4,700원",https://www.diningcode.com/profile.php?rid=E1zfyX9jUFyC,4.3,59,3,0.5,126.85, 10:00 - 23:00,, 10:00 - 23:00,, 10:00 - 23:00,, 10:00 - 23:00,, 10:00 - 23:00,, 10:00 - 23:00,, 10:00 - 23:00,,37.54556421,127.0543971,C:\projects\blackmamba\media\692_01.jpg,C:\projects\blackmamba\media\692_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
711,르셀,성수,카페,베이커리,베이커리,소금빵,"지역주민이찾는, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 아침, 테이크아웃, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 13-383,0507-1334-5622,플레인 소금빵,"3,000원",할라피뇨 콘치즈 소금빵,"3,500원",https://www.diningcode.com/profile.php?rid=MDGDmO9PvHiQ,4.3,59,3,0.5,126.85,휴무일,, 08:00 - 19:00,, 08:00 - 19:00,, 09:00 - 18:00,, 08:00 - 19:00,, 09:00 - 18:00,,휴무일,,37.55032433,127.0504115,C:\projects\blackmamba\media\711_01.jpg,C:\projects\blackmamba\media\711_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
616,베러 로스팅랩,뚝섬역,카페,커피,커피,카페,"캐주얼한, 아침식사, 점심식사, 저녁식사, 저녁, 점심, 아침, 테라스, 테이크아웃, 바테이블, 반려동물동반",FALSE,FALSE,TRUE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-671,070-8806-6024,필터커피,,아메리카노,"4,000원",https://www.diningcode.com/profile.php?rid=esdI3lO0Kuk8,3.9,65,4,0.5,126.75, 08:30 - 19:00,, 08:30 - 19:00,, 08:30 - 19:00,, 12:00 - 18:00,, 08:30 - 19:00,, 12:00 - 18:00,,휴무일,,37.54567016,127.0466204,C:\projects\blackmamba\media\616_01.jpg,C:\projects\blackmamba\media\616_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
138,모모야 성수점,서울숲,일식,돈카츠,돈까스,,"조용한, 점심식사, 저녁식사, 저녁, 점심, 아기의자, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 656-335 성수메가박스 사옥 2층,070-7576-0452,히레까스,"13,000원",로스까스,"13,000원",https://www.diningcode.com/profile.php?rid=6z9zBZ2eypoY,4,63,10,0.5,126, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00, 11:00 - 20:30, 15:00 - 17:00,37.54186741,127.0449777,C:\projects\blackmamba\media\138_01.jpg,C:\projects\blackmamba\media\138_02.jpg,서울숲 공영주차장,서울 성동구 성수동1가 643,37.54179124,127.0426424
152,토리아에즈,성수,일식,이자카야,꼬치,닭껍질,"이국적/이색적, 저녁식사, 저녁, 콜키지",FALSE,FALSE,FALSE,FALSE,FALSE,서울시 성동구 성수동2가 289-273,0507-1342-9105,생맥주,"5,000원",기린생맥주,"7,000원",https://www.diningcode.com/profile.php?rid=QBHQUfAuF9aP,4,63,4,0.5,126, 17:30 - 00:00,, 17:30 - 00:00,, 17:30 - 00:00,, 17:30 - 00:00,, 17:30 - 00:00,, 17:00 - 00:00,, 17:00 - 00:00,,37.5460229,127.0542141,C:\projects\blackmamba\media\152_01.jpg,C:\projects\blackmamba\media\152_02.jpg,성수2가3동 공영주차장,서울 성동구 광나루로4가길 23,37.54912396,127.0551771
160,키키노히호,성수,일식,라멘,라멘,돈코츠라멘,"깔끔한, 점심식사, 저녁식사, 저녁, 점심, 셀프바, 바테이블",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 315-48 1층,0507-1353-2351,마제소바,"11,000원",교카이키키라멘,"12,000원",https://www.diningcode.com/profile.php?rid=gdx6cHCZAvLU,4,63,4,0.5,126, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 21:00, 16:00 - 17:00, 11:00 - 21:00, 16:00 - 17:00,37.54297972,127.0551105,C:\projects\blackmamba\media\160_01.jpg,C:\projects\blackmamba\media\160_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
1115,성수부두,성수,한식,해물,조개찜,조개구이,"시끌벅적한, 저녁식사, 저녁, 테라스",FALSE,FALSE,FALSE,FALSE,FALSE,서울 성동구 성수동2가 316-22 지하 1층,010-7939-0978,조개찜4인,"79,900원",조개찜3인,"71,900원",https://www.diningcode.com/profile.php?rid=NAweY2HEytOB,4,63,5,0.5,126, 16:00 - 23:30,, 17:00 - 23:00,, 17:00 - 23:00,, 17:00 - 23:00,, 17:00 - 23:00,, 17:00 - 23:00,,휴무일,,37.54341529,127.0542765,C:\projects\blackmamba\media\1115_01.jpg,C:\projects\blackmamba\media\1115_02.jpg,성수1가 제1동주민센터 주차장,서울 성동구 성수동1가 27-23,37.54205277,127.0496398
407,메이플탑,성수역,양식,브런치,브런치,팬케이크,"캐주얼한, 아침식사, 점심식사, 테라스, 야외테라스, 정원, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 322-4,02-3789-4427,아메리칸 블랙퍼스트,"15,000원",브렉퍼스트 샤퀴트리,"39,000원",https://www.diningcode.com/profile.php?rid=Mwx2QHcLyJhZ,3.7,68,9,0.5,125.8, 09:00 - 18:00,, 09:00 - 18:00,, 09:00 - 18:00,, 08:00 - 18:00,, 09:00 - 18:00,, 08:00 - 18:00,, 08:00 - 18:00,,37.54151571,127.0569692,C:\projects\blackmamba\media\407_01.jpg,C:\projects\blackmamba\media\407_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
324,도우소사이어티,성수동,양식,피자,피자,파스타,"예쁜, 점심식사, 저녁식사, 저녁, 포장가능, 콜키지, 바테이블, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동2가 277-138,070-8803-4369,루꼴라 샐러드,"11,000원",부라타 치즈,"13,000원",https://www.diningcode.com/profile.php?rid=KJrtG4rva9rM,4.4,57,2,0.5,125.4, 12:00 - 22:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00, 12:00 - 22:00, 15:00 - 17:00,37.54340612,127.0607028,C:\projects\blackmamba\media\324_01.jpg,C:\projects\blackmamba\media\324_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
302,까까를로,성수,양식,뇨끼,뇨끼,파스타,"조용한, 점심식사, 저녁, 예약가능",FALSE,FALSE,FALSE,FALSE,TRUE,서울특별시 성동구 성수동1가 656-1016,0507-1432-1049,스피나치 뇨끼,"22,000원",부라타,"18,000원",https://www.diningcode.com/profile.php?rid=Z9rjlYG1yM05,3.8,66,9,0.5,125.4,휴무일,, 11:30 - 15:00,, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00, 11:30 - 21:30, 15:00 - 17:00,37.54609509,127.0470272,C:\projects\blackmamba\media\302_01.jpg,C:\projects\blackmamba\media\302_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
212,달구벌반점,성수,중식,짬뽕,짬뽕,불고기짬뽕,"불맛, 점심식사, 저녁, 점심",FALSE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 278-25 2층,0507-1303-1658,불고기 짬뽕,"9,000원",불고기 짜장면,"8,000원",https://www.diningcode.com/profile.php?rid=5wp7UnS6EyYl,4.1,61,3,0.5,125.05, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 22:00, 15:00 - 17:00, 11:00 - 15:00,,휴무일,,37.54664776,127.0618823,C:\projects\blackmamba\media\212_01.jpg,C:\projects\blackmamba\media\212_02.jpg,KT성수분국 노상공영주차장,서울 성동구 성수동2가 280-50,37.54650084,127.0630074
170,백소정 뚝섬역점,뚝섬역,일식,소바,마제소바,돈카츠,"깔끔한, 점심식사, 저녁식사, 바테이블, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-1013,0507-1477-2065,마제소바+돈카츠,"14,900원",냉소바+돈카츠,"14,500원",https://www.diningcode.com/profile.php?rid=rU6wogVKZY8U,5,50,5,0.5,125, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00, 11:00 - 21:00, 15:00 - 17:00,휴무일,,37.54632191,127.0471505,C:\projects\blackmamba\media\170_01.jpg,C:\projects\blackmamba\media\170_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
222,라이홍,뚝섬역,중식,짜장면,짜장면,중식,"고급스러운, 점심식사, 저녁식사, 주차, 배달",TRUE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 13-164,02-6968-0808,왕갈비짬뽕,"15,000원",탕수육 소,"18,000원",https://www.diningcode.com/profile.php?rid=TNiJV1Gr0Dwi,5,50,1,0.5,125, 11:20 - 21:30,, 11:20 - 21:30,, 11:20 - 21:30,, 11:20 - 21:30,, 11:20 - 21:30,, 11:00 - 20:00, 15:00 - 17:00,휴무일,,37.54747839,127.0498955,C:\projects\blackmamba\media\222_01.jpg,C:\projects\blackmamba\media\222_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
431,밀카페 우프,서울숲,양식,브런치,브런치,카페,"예쁜, 점심식사, 배달",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 668-81 2층,02-466-1500,오믈렛,"18,000원",풀 브렉퍼스트,"21,000원",https://www.diningcode.com/profile.php?rid=BortCELBNFn3,5,50,1,0.5,125, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,, 11:00 - 21:00,,37.54696067,127.042534,C:\projects\blackmamba\media\431_01.jpg,C:\projects\blackmamba\media\431_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
910,매튜,성수,양식,레스토랑,양식,타르트,"디너코스, 점심식사, 저녁식사, 콜키지, 바테이블, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동2가 256-3,0507-1303-9125,Dinner,"115,000원",Lunch,"65,000원",https://www.diningcode.com/profile.php?rid=WJTAq3sbgmaT,5,50,1,0.5,125,휴무일,, 12:00 - 22:00, 15:00 - 18:00, 12:00 - 22:00, 15:00 - 18:00, 12:00 - 22:00, 15:00 - 18:00, 12:00 - 22:00, 15:00 - 18:00, 12:00 - 22:00, 15:00 - 18:00,휴무일,,37.53926213,127.0619641,C:\projects\blackmamba\media\910_01.jpg,C:\projects\blackmamba\media\910_02.jpg,성수역3번출구앞 노상공영주차장,서울 성동구 성수동2가 276-5,37.54307999,127.0606405
215,봉짬뽕,성수동,중식,짬뽕,짬뽕,비빔짬뽕,"서민적인, 점심식사, 저녁식사, 주차",TRUE,FALSE,FALSE,FALSE,FALSE,서울특별시 성동구 성수동1가 13-187,02-466-8506,짬뽕,"9,000원",비빔짬뽕,"9,000원",https://www.diningcode.com/profile.php?rid=sce1WdsusS9x,3.9,64,6,0.5,124.8, 10:30 - 21:00,, 10:30 - 21:00,, 10:30 - 21:00,, 10:30 - 21:00,, 10:30 - 21:00,, 10:30 - 17:00,,휴무일,,37.54920131,127.0502287,C:\projects\blackmamba\media\215_01.jpg,C:\projects\blackmamba\media\215_02.jpg,성수1가2동평면 공영주차장,서울 성동구 성수동1가 13-22,37.55002504,127.0497336
702,호텔 아우프글렛 성수점,성수,카페,베이커리,베이커리,빵,"예쁜, 점심식사, 저녁식사, 저녁, 테이크아웃",FALSE,FALSE,FALSE,TRUE,FALSE,서울특별시 성동구 성수동1가 656-401,070-8858-0828,에스프레소,"3,500원",아메리카노,"5,000원",https://www.diningcode.com/profile.php?rid=LBvHepuoMJhY,3.9,64,9,0.5,124.8, 11:30 - 20:00,, 11:30 - 20:00,, 11:30 - 20:00,, 11:30 - 20:00,, 11:30 - 20:00,, 11:30 - 20:00,, 11:30 - 20:00,,37.54690457,127.04582,C:\projects\blackmamba\media\702_01.jpg,C:\projects\blackmamba\media\702_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
780,목로정원,서울숲,카페,카페,카페,,"캐주얼한, 점심식사, 저녁식사, 예약필수, 정원, 배달",FALSE,FALSE,FALSE,TRUE,TRUE,서울특별시 성동구 성수동1가 668-39 3층,0507-1362-3186,목로 밤 라떼,"6,500원",비건제주당근케이크1~3호/예약필수,"38,000원",https://www.diningcode.com/profile.php?rid=kZvxXDKbMbEq,4.3,58,3,0.5,124.7, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,, 12:00 - 21:00,,37.54631716,127.0440639,C:\projects\blackmamba\media\780_01.jpg,C:\projects\blackmamba\media\780_02.jpg,쏘카존 뚝섬유수지 공영주차장,서울 성동구 왕십리로11길 19,37.54916264,127.0414721
